id,marca_auto,modelo_id,modelo_auto,version_auto,anio_auto,marca_bateria,modelo_bateria,sku_bateria
0,PEUGEOT,206,206,GASOLINA,2000-2005,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,206,206,GASOLINA,2000-2005,ETNA,W-11  AD / W13 AD,1898213  /1898221 
0,PEUGEOT,206,206,GASOLINA,2006+,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,206,206,GASOLINA,2006+,ETNA,W-11  AD / W13 AD,1898213  /1898221 
0,PEUGEOT,206,206,GASOLINA,,BOSCH,S560DH,1102281
0,PEUGEOT,206,206,,,ENERJET,11W63 / 13W75,1862928 - 1839632
0,PEUGEOT,206,206,,,CAPSA,13WI,140962X
0,PEUGEOT,206,206,,,ETNA,W-11  AD / W13 AD,44083  /1898221 
0,PEUGEOT,206,206,GASOLINA,,BOSCH,  S455D ,118315X 
0,PEUGEOT,206,206,GASOLINA,,BOSCH,S560D,1102273
0,VOLVO,240,240,GASOLINA,2000-,CAPSA,13WI / 15MBI,140962X / 1497596
0,VOLVO,240,240,GASOLINA,2000-,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,VOLVO,240,240,GASOLINA,2000-2005,CAPSA,13WI / 15MBI,140962X / 1497596
0,VOLVO,240,240,GASOLINA,2000-2005,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,VOLVO,240,240,GASOLINA,2006+,CAPSA,13WI / 15MBI,140962X / 1497596
0,VOLVO,240,240,GASOLINA,2006+,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,VOLVO,240,240,,,ENERJET,13W75,1839632
0,VOLVO,240,240,,,CAPSA,15MBI,1497596
0,VOLVO,240,240,,,ETNA,W-13 AD / S-1215 PL,1898221 / 1845799
0,VOLVO,240,240,GASOLINA,,BOSCH,S570D ,1102303
0,PEUGEOT,305,305,GASOLINA,2000-,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,305,305,GASOLINA,2000-,ETNA,W-11  AD / W13 AD,1898213  /1898221 
0,PEUGEOT,305,305,GASOLINA,2000-2005,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,305,305,GASOLINA,2000-2005,ETNA,W-11  AD / W13 AD,1898213  /1898221 
0,PEUGEOT,305,305,GASOLINA,2006+,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,305,305,GASOLINA,2006+,ETNA,W-11  AD / W13 AD,1898213  /1898221 
0,PEUGEOT,305,305,,,ENERJET,11W63 / 13W75,1862928 - 1839632
0,PEUGEOT,305,305,,,CAPSA,13WI,140962X
0,PEUGEOT,305,305,,,ETNA,W-11  AD / W13 AD,44083  /1898221 
0,PEUGEOT,305,305,GASOLINA,,BOSCH,  S455D ,118315X 
0,PEUGEOT,305,305,GASOLINA,,BOSCH,S560D,1102273
0,PEUGEOT,306,306,GASOLINA,2000-,BOSCH,S560DH,1102281
0,PEUGEOT,306,306,GASOLINA,2000-,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,306,306,GASOLINA,2000-,ETNA,W-11  AD / W13 AD,1898213  /1898221 
0,PEUGEOT,306,306,GASOLINA,2000-2005,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,306,306,GASOLINA,2000-2005,ETNA,W-11  AD / W13 AD,1898213  /1898221 
0,PEUGEOT,306,306,GASOLINA,2006+,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,306,306,GASOLINA,2006+,ETNA,W-11  AD / W13 AD,1898213  /1898221 
0,PEUGEOT,306,306,,,ENERJET,11W63 / 13W75,1862928 - 1839632
0,PEUGEOT,306,306,,,CAPSA,13WI,140962X
0,PEUGEOT,306,306,,,ETNA,W-11  AD / W13 AD,44083  /1898221 
0,PEUGEOT,306,306,GASOLINA,,BOSCH,  S455D ,118315X 
0,PEUGEOT,307,307,GASOLINA,2007+,ETNA,W-11  AD / W13 AD,44085  /1898221 
0,PEUGEOT,307,307,GASOLINA,2007+,BOSCH,S560DH,1102281
0,PEUGEOT,307,307,,,BOSCH,  S560DH,1102281
0,PEUGEOT,307,307,GASOLINA,,BOSCH,  S560DH,1102281
0,PEUGEOT,307,307,GASOLINA,,BOSCH,S560D,1102273
0,LIFAN,320,320,GASOLINA,2010+,BOSCH,S455D,118315X
0,MAZDA,323,323,GASOLINA,2000-,CAPSA,11WI / 13WI,1409603 / 140962X
0,MAZDA,323,323,GASOLINA,2000-,ETNA,SD-13 PL / W-13 PL,189823X / 1845802
0,MAZDA,323,323,GASOLINA,2000-2003,CAPSA,11WI / 13WI,1409603 / 140962X
0,MAZDA,323,323,GASOLINA,2000-2003,ETNA,SD-13 PL / W-13 PL,189823X / 1845802
0,MAZDA,323,323,GASOLINA,2004-2005,BOSCH,S560DH,1102281
0,MAZDA,323,323,GASOLINA,2004-2005,CAPSA,11WI / 13WI,1409603 / 140962X
0,MAZDA,323,323,GASOLINA,2004-2005,ETNA,SD-13 PL / W-13 PL,189823X / 1845802
0,MAZDA,323,323,GASOLINA,2006-2009,BOSCH,S560DH,1102281
0,MAZDA,323,323,GASOLINA,2006-2009,CAPSA,11WI / 13WI,1409603 / 140962X
0,MAZDA,323,323,GASOLINA,2006-2009,ETNA,SD-13 PL / W-13 PL,189823X / 1845802
0,MAZDA,323,323,GASOLINA,2006-2009,ETNA,SD-13  AD/ W-13 PL,189823X / 1845802
0,MAZDA,323,323,GASOLINA,2010+,CAPSA,11WI / 13WI,1409603 / 140962X
0,MAZDA,323,323,GASOLINA,2010+,ETNA,SD-13 PL / W-13 PL,189823X / 1845802
0,MAZDA,323,323,GASOLINA,2010+,ETNA,SD-13  AD/ W-13 PL,189823X / 1845802
0,MAZDA,323,323,,,ENERJET,11W63 / 13W75,1862928 - 1839632
0,MAZDA,323,323,,,BOSCH,  S560DH,1102281
0,MAZDA,323,323,,,CAPSA,11WI,1409603
0,MAZDA,323,323,,,ETNA,SD-13 PL / W-13 PL,189823X / 1845802
0,MAZDA,323,323,GASOLINA,,BOSCH,  S560DH,1102281
0,PEUGEOT,405,405,GASOLINA,2000-,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,405,405,GASOLINA,2000-,ETNA,W-13 AD / S-1215 PL,1898221  / 1845799
0,PEUGEOT,405,405,GASOLINA,2000-2005,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,405,405,GASOLINA,2000-2005,ETNA,W-13 AD / S-1215 PL,1898221  / 1845799
0,PEUGEOT,405,405,GASOLINA,2006+,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,405,405,GASOLINA,2006+,ETNA,W-13 AD / S-1215 PL,1898221  / 1845799
0,PEUGEOT,405,405,GASOLINA,,BOSCH,S560DH,1102281
0,PEUGEOT,405,405,,,BOSCH,  S560DH,1102281
0,PEUGEOT,405,405,,,CAPSA,15MBI,1497596
0,PEUGEOT,405,405,,,ETNA,W-13 AD / S-1215 PL,1898221  / 1845799
0,PEUGEOT,405,405,GASOLINA,,BOSCH,  S560DH,1102281
0,PEUGEOT,406,406,GASOLINA,2000-,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,406,406,GASOLINA,2000-,ETNA,W-13 AD / S-1215 PL,1898221  / 1845799
0,PEUGEOT,406,406,GASOLINA,2000-2005,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,406,406,GASOLINA,2000-2005,ETNA,W-13 AD / S-1215 PL,1898221  / 1845799
0,PEUGEOT,406,406,GASOLINA,2006+,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,406,406,GASOLINA,2006+,ETNA,W-13 AD / S-1215 PL,1898221  / 1845799
0,PEUGEOT,406,406,,,BOSCH,  S560DH,1102281
0,PEUGEOT,406,406,,,CAPSA,15MBI,1497596
0,PEUGEOT,406,406,,,ETNA,W-13 AD / S-1215 PL,1898221  / 1845799
0,PEUGEOT,406,406,GASOLINA,,BOSCH,  S560DH,1102281
0,PEUGEOT,407,407,GASOLINA,2000-,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,407,407,GASOLINA,2000-,ETNA,W-13 AD / S-1215 PL,1898221  / 1845800
0,PEUGEOT,407,407,GASOLINA,2000-2005,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,407,407,GASOLINA,2000-2005,ETNA,W-13 AD / S-1215 PL,1898221  / 1845800
0,PEUGEOT,407,407,GASOLINA,2006+,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,407,407,GASOLINA,2006+,ETNA,W-13 AD / S-1215 PL,1898221  / 1845800
0,PEUGEOT,407,407,,,ENERJET,13W75,1839632
0,PEUGEOT,407,407,,,CAPSA,15MBI,1497596
0,PEUGEOT,407,407,,,ETNA,W-13 AD / S-1215 PL,1898221  / 1845800
0,PEUGEOT,407,407,GASOLINA,,BOSCH,  S455D /  S560D,118315X /  1102273
0,PEUGEOT,505,505,GASOLINA,2000-,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,505,505,GASOLINA,2000-,ETNA,W-11  AD / W13 AD,1898213  /1898221 
0,PEUGEOT,505,505,GASOLINA,2000-2005,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,505,505,GASOLINA,2000-2005,ETNA,W-11  AD / W13 AD,1898213  /1898221 
0,PEUGEOT,505,505,GASOLINA,2006+,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,505,505,GASOLINA,2006+,ETNA,W-11  AD / W13 AD,1898213  /1898221 
0,PEUGEOT,505,505,,,ENERJET,13W75,1839632
0,PEUGEOT,505,505,,,CAPSA,15MBI,1497596
0,PEUGEOT,505,505,,,ETNA,W-11  AD / W13 AD,44083  /1898221 
0,PEUGEOT,505,505,GASOLINA,,BOSCH,  S455D /  S560D,118315X /  1102273
0,LIFAN,520,520,GASOLINA,2008+,BOSCH,S455D,118315X
0,PEUGEOT,607,607,GASOLINA,2000-,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,607,607,GASOLINA,2000-,ETNA,W-11  AD / W13 AD,1898213  /1898221 
0,PEUGEOT,607,607,GASOLINA,2000-2005,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,607,607,GASOLINA,2000-2005,ETNA,W-11  AD / W13 AD,1898213  /1898221 
0,PEUGEOT,607,607,GASOLINA,2006+,CAPSA,13WI / 15MBI,140962X / 1497596
0,PEUGEOT,607,607,GASOLINA,2006+,ETNA,W-11  AD / W13 AD,1898213  /1898221 
0,PEUGEOT,607,607,,,ENERJET,13W75,1839632
0,PEUGEOT,607,607,,,CAPSA,15MBI,1497596
0,PEUGEOT,607,607,,,ETNA,W-11  AD / W13 AD,44084  /1898221 
0,PEUGEOT,607,607,GASOLINA,,BOSCH,  S455D /  S560D,118315X /  1102273
0,LIFAN,620,620,GASOLINA,2009+,BOSCH,S455D,118315X
0,MAZDA,626,626,GASOLINA,2000-,CAPSA,11WI / 13WI,1409603 / 140962X
0,MAZDA,626,626,GASOLINA,2000-,ETNA,SD-13 PL / W-13 PL,189823X / 1845802
0,MAZDA,626,626,GASOLINA,2000-2001,CAPSA,11WI / 13WI,1409603 / 140962X
0,MAZDA,626,626,GASOLINA,2000-2001,ETNA,SD-13 PL / W-13 PL,189823X / 1845802
0,MAZDA,626,626,GASOLINA,2002-2006,CAPSA,11WI / 13WI,1409603 / 140962X
0,MAZDA,626,626,GASOLINA,2002-2006,ETNA,SD-13 PL / W-13 PL,189823X / 1845802
0,MAZDA,626,626,GASOLINA,2002-2006,BOSCH,S560DH,1102281
0,MAZDA,626,626,GASOLINA,2007+,CAPSA,11WI / 13WI,1409603 / 140962X
0,MAZDA,626,626,GASOLINA,2007+,ETNA,SD-13 PL / W-13 PL,189823X / 1845802
0,MAZDA,626,626,GASOLINA,2007+,ETNA,SD-13  AD/ W-13 PL,189823X / 1845802
0,MAZDA,626,626,,,ENERJET,11W63 / 13W75,1862928 - 1839632
0,MAZDA,626,626,,,BOSCH,  S560DH,1102281
0,MAZDA,626,626,,,CAPSA,13WI,140962X
0,MAZDA,626,626,,,ETNA,SD-13 PL / W-13 PL,189823X / 1845802
0,MAZDA,626,626,GASOLINA,,BOSCH,  S560DH,1102281
0,VOLVO,740,740,GASOLINA,2000-,CAPSA,13WI / 15MBI,140962X / 1497596
0,VOLVO,740,740,GASOLINA,2000-,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,VOLVO,740,740,GASOLINA,2000-2005,CAPSA,13WI / 15MBI,140962X / 1497596
0,VOLVO,740,740,GASOLINA,2000-2005,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,VOLVO,740,740,GASOLINA,2006+,CAPSA,13WI / 15MBI,140962X / 1497596
0,VOLVO,740,740,GASOLINA,2006+,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,VOLVO,740,740,,,ENERJET,13W75,1839632
0,VOLVO,740,740,,,CAPSA,15MBI,1497596
0,VOLVO,740,740,,,ETNA,W-13 AD / S-1215 PL,1898221 / 1845799
0,VOLVO,740,740,GASOLINA,,BOSCH,S570D ,1102303
0,VOLVO,780,780,GASOLINA,2000-,CAPSA,13WI / 15MBI,140962X / 1497596
0,VOLVO,780,780,GASOLINA,2000-,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,VOLVO,780,780,GASOLINA,2000-2005,CAPSA,13WI / 15MBI,140962X / 1497596
0,VOLVO,780,780,GASOLINA,2000-2005,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,VOLVO,780,780,GASOLINA,2006+,CAPSA,13WI / 15MBI,140962X / 1497596
0,VOLVO,780,780,GASOLINA,2006+,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,VOLVO,780,780,,,ENERJET,13W75,1839632
0,VOLVO,780,780,,,CAPSA,15MBI,1497596
0,VOLVO,780,780,,,ETNA,W-13 AD / S-1215 PL,1898221 / 1845799
0,VOLVO,780,780,GASOLINA,,BOSCH,S570D ,1102303
0,VOLVO,850,850,GASOLINA,2000-,CAPSA,13WI / 15MBI,140962X / 1497596
0,VOLVO,850,850,GASOLINA,2000-,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,VOLVO,850,850,GASOLINA,2000-2005,CAPSA,13WI / 15MBI,140962X / 1497596
0,VOLVO,850,850,GASOLINA,2000-2005,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,VOLVO,850,850,GASOLINA,2006+,CAPSA,13WI / 15MBI,140962X / 1497596
0,VOLVO,850,850,GASOLINA,2006+,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,VOLVO,850,850,,,ENERJET,13W75,1839632
0,VOLVO,850,850,,,CAPSA,15MBI,1497596
0,VOLVO,850,850,,,ETNA,W-13 AD / S-1215 PL,1898221 / 1845799
0,VOLVO,850,850,GASOLINA,,BOSCH,S570D ,1102303
0,PORSCHE,911,911,GASOLINA,2000-,CAPSA,15MBI,1497596
0,PORSCHE,911,911,GASOLINA,2000-,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,PORSCHE,911,911,GASOLINA,2000-2005,CAPSA,15MBI,1497596
0,PORSCHE,911,911,GASOLINA,2000-2005,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,PORSCHE,911,911,GASOLINA,2006+,CAPSA,15MBI,1497596
0,PORSCHE,911,911,GASOLINA,2006+,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,PORSCHE,911,911,,,ENERJET,15MB90,1862936
0,PORSCHE,911,911,,,CAPSA,15MBI,1497596
0,PORSCHE,911,911,,,ETNA,W-13 AD / S-1215 PL,1898221 / 1845799
0,PORSCHE,911,911,GASOLINA,,BOSCH,S570D ,1102303
0,PORSCHE,928,928,GASOLINA,2000-,CAPSA,15MBI,1497596
0,PORSCHE,928,928,GASOLINA,2000-,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,PORSCHE,928,928,GASOLINA,2000-2005,CAPSA,15MBI,1497596
0,PORSCHE,928,928,GASOLINA,2000-2005,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,PORSCHE,928,928,GASOLINA,2006+,CAPSA,15MBI,1497596
0,PORSCHE,928,928,GASOLINA,2006+,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,PORSCHE,928,928,,,ENERJET,15MB90,1862936
0,PORSCHE,928,928,,,CAPSA,15MBI,1497596
0,PORSCHE,928,928,,,ETNA,W-13 AD / S-1215 PL,1898221 / 1845799
0,PORSCHE,928,928,GASOLINA,,BOSCH,S570D ,1102303
0,VOLVO,940,940,GASOLINA,2000-,CAPSA,13WI / 15MBI,140962X / 1497596
0,VOLVO,940,940,GASOLINA,2000-,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,VOLVO,940,940,GASOLINA,2000-2005,CAPSA,13WI / 15MBI,140962X / 1497596
0,VOLVO,940,940,GASOLINA,2000-2005,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,VOLVO,940,940,GASOLINA,2006+,CAPSA,13WI / 15MBI,140962X / 1497596
0,VOLVO,940,940,GASOLINA,2006+,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,VOLVO,940,940,,,ENERJET,13W75,1839632
0,VOLVO,940,940,,,CAPSA,15MBI,1497596
0,VOLVO,940,940,,,ETNA,W-13 AD / S-1215 PL,1898221 / 1845799
0,VOLVO,940,940,GASOLINA,,BOSCH,S570D ,1102303
0,PORSCHE,968,968,GASOLINA,2000-,CAPSA,15MBI,1497596
0,PORSCHE,968,968,GASOLINA,2000-,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,PORSCHE,968,968,GASOLINA,2000-2005,CAPSA,15MBI,1497596
0,PORSCHE,968,968,GASOLINA,2000-2005,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,PORSCHE,968,968,GASOLINA,2006+,CAPSA,15MBI,1497596
0,PORSCHE,968,968,GASOLINA,2006+,ETNA,W-13 AD / S-1215 PL,1898221 / 1845802
0,PORSCHE,968,968,,,CAPSA,15MBI,1497596
0,PORSCHE,968,968,,,ETNA,W-13 AD / S-1215 PL,1898221 / 1845799
0,PORSCHE,968,968,GASOLINA,,BOSCH,S570D ,1102303
0,FIAT,1300,1300,GASOLINA,2000-,CAPSA,11WI / 13WI,1409603 / 140962X
0,FIAT,1300,1300,GASOLINA,2000-,ETNA,W-11 PRO / W-13 PRO,1898213 / 222305
0,FIAT,1300,1300,GASOLINA,2000-2005,CAPSA,11WI / 13WI,1409603 / 140962X
0,FIAT,1300,1300,GASOLINA,2000-2005,ETNA,W-11 PRO / W-13 PRO,1898213 / 222305
0,FIAT,1300,1300,GASOLINA,2006+,CAPSA,11WI / 13WI,1409603 / 140962X
0,FIAT,1300,1300,GASOLINA,2006+,ETNA,W-11 PRO / W-13 PRO,1898213 / 222305
0,FIAT,1300,1300,,,ENERJET,11W63 /  13W75,1862928 - 1839632
0,FIAT,1300,1300,,,BOSCH,  S455D,118315X
0,FIAT,1300,1300,,,ETNA,W-11 PRO / W-13 PRO,1283022 / 222291
0,FIAT,1300,1300,,,CAPSA,13WI,140962X
0,FIAT,1300,1300,GASOLINA,,BOSCH,  S455D /  S560D,118315X /  1102273
0,NISSAN, SILVIA, SILVIA,DIESEL,,BOSCH,  NX120-7L.,1181645
0,VOLVO, XC70, XC70,GASOLINA,,BOSCH,S570D ,1102303
0,DATSUN,100 A ,100 A ,GASOLINA,,BOSCH,  S560D / NX110-5L,1102273 / 1396013
0,DATSUN,100A,100 A,GASOLINA,2000-,CAPSA,13W / 11AP,149757X / 1888242
0,DATSUN,100A,100 A,GASOLINA,2000-,ETNA,W-13 PRO / V-13 INV PRO,222305 / 512338
0,DATSUN,100A,100 A,,,CAPSA,11AP,1888234
0,DATSUN,100A,100 A,,,ETNA,W-13 PRO / V-13 INV PRO,222305 / 512338
0,DATSUN,120 A,120 A,GASOLINA,,BOSCH,  S560D / NX110-5L,1102273 / 1396013
0,DATSUN,120A,120 A,GASOLINA,2000-,CAPSA,13W / 11AP,149757X / 1888242
0,DATSUN,120A,120 A,GASOLINA,2000-,ETNA,W-13 PRO / V-13 INV PRO,222305 / 512338
0,DATSUN,120A,120 A,,,CAPSA,11AP,1888234
0,DATSUN,120A,120 A,,,ETNA,W-13 PRO / V-13 INV PRO,222305 / 512338
0,FIAT,128 SAN REMO,128 SAN REMO,GASOLINA,,BOSCH,  S455D /  S560D,118315X /  1102273
0,FIAT,128SANREMO,128 SAN REMO,GASOLINA,2000-,CAPSA,11WI / 13WI,1409603 / 140962X
0,FIAT,128SANREMO,128 SAN REMO,GASOLINA,2000-,ETNA,W-11 PRO / W-13 PRO,1898213 / 222305
0,FIAT,128SANREMO,128 SAN REMO,GASOLINA,2000-2005,CAPSA,11WI / 13WI,1409603 / 140962X
0,FIAT,128SANREMO,128 SAN REMO,GASOLINA,2000-2005,ETNA,W-11 PRO / W-13 PRO,1898213 / 222305
0,FIAT,128SANREMO,128 SAN REMO,GASOLINA,2006+,CAPSA,11WI / 13WI,1409603 / 140962X
0,FIAT,128SANREMO,128 SAN REMO,GASOLINA,2006+,ETNA,W-11 PRO / W-13 PRO,1898213 / 222305
0,FIAT,128SANREMO,128 SAN REMO,,,ENERJET,11W63 /  13W75,1862928 - 1839632
0,FIAT,128SANREMO,128 SAN REMO,,,BOSCH,  S455D,118315X
0,FIAT,128SANREMO,128 SAN REMO,,,ETNA,W-11 PRO / W-13 PRO,1283022 / 222291
0,FIAT,128SANREMO,128 SAN REMO,,,CAPSA,13WI,140962X
